,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,actual_left,predicted_left,turnover_probability,risk_score_percent,risk_zone,retention_strategy
8639,0.95,0.67,4,219,2,0,0,0,sales,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9448,0.75,0.5,4,166,4,0,0,0,IT,low,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2232,0.96,1.0,5,162,3,0,0,0,accounting,low,0,0,0.045,4.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11832,0.57,0.59,2,111,2,0,0,0,management,high,0,0,0.125,12.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3669,0.92,0.96,3,154,2,1,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6215,0.79,0.96,4,180,3,0,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1787,0.85,0.96,4,217,5,0,1,0,technical,low,1,1,0.925,92.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
11475,0.78,0.65,3,139,3,0,0,0,marketing,high,0,0,0.21,21.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
3561,0.5,0.6,3,270,3,1,0,0,management,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2966,0.95,0.61,3,267,2,0,0,0,RandD,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8396,0.69,0.72,3,243,3,0,0,0,marketing,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
838,0.37,0.53,2,126,3,0,1,0,sales,low,1,1,0.975,97.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1521,0.38,0.55,2,131,3,0,1,0,marketing,low,1,1,0.985,98.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
7327,0.52,0.75,4,266,3,0,0,0,marketing,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4932,0.42,0.59,3,156,2,0,0,0,technical,low,0,0,0.095,9.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4332,0.47,0.5,4,159,2,0,0,0,product_mng,low,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3817,0.97,0.65,3,181,3,0,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8743,0.86,0.64,4,137,2,0,0,0,support,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9545,0.62,0.68,3,134,2,0,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2446,0.47,0.57,3,162,3,1,0,0,sales,medium,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10045,0.89,0.52,4,189,3,0,0,0,support,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6343,0.96,0.97,5,240,2,0,0,0,sales,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
657,0.38,0.53,2,146,3,0,1,0,support,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
5177,0.78,0.93,3,200,3,0,0,0,RandD,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3700,0.69,0.78,5,267,2,1,0,0,support,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4875,0.66,0.91,5,199,3,1,0,0,marketing,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6424,0.7,0.57,3,180,2,0,0,0,sales,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6718,0.85,0.85,3,182,3,0,0,0,sales,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
732,0.38,0.45,2,129,3,0,1,0,support,medium,1,1,0.995,99.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
5073,0.49,0.69,2,128,2,0,0,0,support,medium,0,0,0.15,15.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2643,0.86,0.98,5,233,3,0,0,0,technical,low,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11137,0.95,0.61,3,224,2,1,0,0,support,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11900,0.85,0.58,4,186,7,0,0,0,sales,medium,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
312,0.4,0.54,2,139,3,0,1,0,marketing,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
4366,0.72,0.93,4,174,2,0,0,0,sales,low,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2483,0.62,0.66,4,143,3,0,0,0,support,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3350,0.78,0.96,4,111,2,0,0,0,sales,high,0,0,0.15,15.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4833,0.15,0.7,4,220,4,0,0,0,hr,low,0,0,0.24,24.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
11907,0.37,0.72,3,183,2,0,0,0,sales,low,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9586,0.6,0.5,4,137,3,0,0,0,support,low,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1945,0.89,0.88,5,228,5,1,1,0,support,low,1,1,0.75,75.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
2989,0.53,0.53,4,205,3,0,0,0,sales,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9266,0.94,0.51,5,142,2,0,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6377,0.86,0.86,4,197,3,1,0,0,support,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6571,0.52,0.82,4,206,2,1,0,0,sales,high,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3548,0.82,0.71,4,164,4,0,0,0,support,low,0,0,0.135,13.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10795,0.66,0.65,3,196,3,1,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3912,0.26,0.45,2,157,3,0,0,0,accounting,medium,0,1,0.52,52.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
6538,0.15,0.78,5,255,3,0,0,0,IT,high,0,1,0.535,53.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
3038,0.48,0.59,5,235,3,0,0,0,product_mng,low,0,0,0.12,12.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
66,0.43,0.54,2,153,3,0,1,0,product_mng,medium,1,1,0.995,99.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
4428,0.98,0.84,4,182,3,0,0,0,sales,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7962,0.8,0.77,5,256,2,0,0,0,technical,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1837,0.46,0.53,2,161,3,0,1,0,sales,low,1,1,0.975,97.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
10063,0.75,1.0,4,222,2,1,0,0,accounting,high,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9285,0.35,0.47,4,151,6,0,0,0,management,medium,0,0,0.03,3.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4952,0.84,0.96,3,161,2,1,0,0,sales,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1904,0.42,0.57,2,147,3,1,1,0,management,low,1,1,0.89,89.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
5857,0.34,0.91,4,284,4,0,0,0,IT,low,0,1,0.59,59.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
8731,0.56,0.96,2,269,2,0,0,0,technical,low,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8078,0.58,0.83,3,226,3,0,0,0,RandD,low,0,0,0.03,3.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10650,0.92,0.68,5,177,4,0,0,0,support,medium,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8442,0.22,0.89,6,278,5,1,0,0,support,medium,0,0,0.2,20.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
7516,0.94,0.88,5,150,4,0,0,0,technical,medium,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7903,0.46,0.6,4,119,5,0,0,0,support,medium,0,0,0.145,14.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2449,0.18,0.75,4,170,5,0,0,0,sales,low,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8172,0.84,0.71,4,222,2,0,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11297,0.26,0.99,5,184,5,0,0,0,hr,low,0,0,0.13,13.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
926,0.77,0.91,5,261,6,0,1,0,sales,medium,1,1,0.895,89.5,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
2953,0.99,0.84,5,138,2,0,0,0,IT,medium,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8632,0.54,0.65,5,206,4,1,0,0,sales,low,0,0,0.045,4.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10191,0.57,0.97,5,196,2,0,0,0,support,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2678,0.49,0.74,2,263,3,1,0,0,sales,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9493,0.73,0.76,2,166,3,0,0,0,technical,low,0,0,0.25,25.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
10304,0.53,0.85,5,268,3,1,0,0,sales,medium,0,0,0.03,3.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6462,0.6,0.82,4,134,2,0,0,0,IT,low,0,0,0.115,11.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5592,0.63,0.79,5,215,2,1,0,0,accounting,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
145,0.41,0.46,2,151,3,0,1,0,product_mng,low,1,1,0.99,99.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
5209,0.98,0.64,3,263,4,0,0,0,accounting,medium,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
